店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
アネッソ クッチーナ カサイ,豊中駅 117m,イタリアン,,3.12,27,1022,-,"￥2,000～￥2,999",大阪府豊中市玉井町1-3-25 ノエルコート B1F
and 服部天神店,服部天神駅 130m,パン,,3.05,15,359,-,-,大阪府豊中市服部元町1-4-10
PIZZERIA GETTEN,豊中駅 291m,ピザ,,3.06,12,671,-,"￥1,000～￥1,999",大阪府豊中市本町4-1-28 成光ビル 1F
ジュン,庄内駅 863m,喫茶店,,,2,,-,-,大阪府豊中市庄内幸町5-20-2
イルコンチェルト,千里中央駅 406m,バル、イタリアン,,3.15,15,259,-,-,大阪府豊中市新千里東町1-3-326 せんちゅうパル 3F
LAWSON 桜塚店,岡町駅 931m,コンビニ・スーパー,,,3,24,～￥999,～￥999,大阪府豊中市南桜塚4-3-36
麺や ぼんち,蛍池駅 91m,ラーメン,,3.03,3,66,-,-,大阪府豊中市蛍池東町1-6-5 空港センタービル 2F
AT THE 21,少路（大阪モノレール）駅 548m,お好み焼き、焼きそば,,3.62,705,29424,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上野東3-18-19
串ひろ,服部天神駅 162m,串揚げ,,,11,,-,-,大阪府豊中市服部西町1-3-8
喫茶テラス,岡町駅 242m,喫茶店,,,18,,-,-,大阪府豊中市岡町5-12-103
HAKOBUNE CAFE,庄内駅 334m,カフェ、クレープ・ガレット、ドーナツ,,3,4,72,-,-,大阪府豊中市庄内西町2-10-19
SENRIガーデンテラス,千里中央駅 244m,洋食、カフェ,,3.09,23,413,-,"￥2,000～￥2,999",大阪府豊中市新千里東町1-5-1 千里阪急 5F
クックデリ御膳 庄内店,庄内駅 151m,惣菜・デリ、弁当,,3.01,8,25,-,～￥999,大阪府豊中市庄内西町3-1-18 庄内WEST商店街 1F
おにぎりタイガー,岡町駅 161m,おにぎり,,3.04,8,157,-,-,大阪府豊中市中桜塚2-1-5
マラサダドーナツのお店 豊中駅前店,豊中駅 192m,ドーナツ、カフェ、サンドイッチ,,3.11,75,2073,-,～￥999,大阪府豊中市本町1-9-34 藤慶ビル 1F
阪急OASIS 蛍ヶ池店,蛍池駅 183m,コンビニ・スーパー,,3.01,3,10,-,-,大阪府豊中市蛍池東町2-6-10
としまさ214,岡町駅 198m,たこ焼き、たい焼き・大判焼き,,3.02,4,31,-,-,大阪府豊中市中桜塚2-27-8 ショッピングセンター 1F
我巣灯,豊中駅 308m,バー,,3,2,181,-,-,大阪府豊中市本町4-2-57
四季彩御料理 わかな,岡町駅 899m,日本料理、創作料理,,3.07,11,879,"￥5,000～￥5,999","￥2,000～￥2,999",大阪府豊中市北桜塚3-8-26 リブレ北桜塚 101
祖谷庄 千寿庵 千里中央店,千里中央駅 248m,和菓子,,3.03,6,40,-,-,大阪府豊中市新千里東町1-3-25 北大阪急行千里中央駅 ホーム南
ベルウッド,豊中駅 170m,カフェ、バー,,3,1,72,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市本町1-12-12
ラ ファミーユ,庄内駅 163m,バー,,3.01,3,45,-,-,大阪府豊中市庄内東町4-3-4
ネコカフェカルム,岡町駅 485m,その他,,3,1,37,-,-,大阪府豊中市中桜塚2-31-35 アナミ中桜塚 B1F
シェフカワカミ 東豊中店,豊中市,コンビニ・スーパー,,3.05,2,21,-,～￥999,大阪府豊中市熊野町4-8-2
ボン,少路（大阪モノレール）駅 895m,喫茶店,,,4,,-,-,大阪府豊中市上野東2-11-18
大阪王将 中環千里店,千里中央駅 467m,中華料理、餃子,,3.07,74,354,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田2-21-25
赤春園,服部天神駅 124m,中華料理、餃子、ラーメン,,3.3,86,5259,"￥1,000～￥1,999",-,大阪府豊中市服部元町1-4-6
やきとり 大吉 蛍池店,蛍池駅 94m,焼き鳥,,3.01,6,51,-,-,大阪府豊中市螢池東町1-3-2
Le Grignotage,少路（大阪モノレール）駅 157m,ケーキ,,3.1,12,290,-,-,大阪府豊中市少路1-11-20 少路パークレジデンス
千里しゃぶちん 本店,千里中央駅 141m,しゃぶしゃぶ,千里中央駅から徒歩1分◆こだわりの牛肉や熟成豚を、一人鍋しゃぶしゃぶで贅沢に堪能！,3.23,27,370,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市新千里東町1-3-4 せんちゅうパル B1F
うどん食堂太鼓亭 豊中千里店,桃山台駅 574m,うどん,,3.02,9,41,-,-,大阪府豊中市新千里南町2-5-3
六源 豊中店,岡町駅 468m,焼き鳥,,3.04,9,249,"￥4,000～￥4,999",-,大阪府豊中市中桜塚3-10-35
餃子の王将 空港線豊中店,豊中駅 892m,餃子、中華料理、ラーメン,,3.31,405,2824,～￥999,～￥999,大阪府豊中市山ノ上町9-15
焼肉居酒屋 ハンちゃん,服部天神駅 136m,焼肉、居酒屋,,,7,,-,-,大阪府豊中市服部元町1-3-11 B1F
ほっかほっか亭 豊中永楽荘店,桜井駅 829m,弁当,,3.01,3,15,-,-,大阪府豊中市永楽荘2-1-6 パインズハイム 1F
ライフ 三国橋店,三国駅 577m,コンビニ・スーパー,,3.01,3,15,-,-,大阪府豊中市日出町2-2-18
たこたまや,緑地公園駅 174m,たこ焼き,,3,4,81,-,-,大阪府豊中市東寺内町5-28 加藤マンション 1F
味処ようちゃん,服部天神駅 269m,居酒屋,,3.02,5,130,"￥1,000～￥1,999",-,大阪府豊中市服部豊町1-10-1
アライラツー,庄内駅 143m,ダイニングバー,,,8,,-,-,大阪府豊中市庄内東町2-2-8 2F
はまゆう,庄内駅 77m,その他,,,1,,-,-,大阪府豊中市庄内東町1-7-19
翔吉,庄内駅 451m,居酒屋,,,1,1,-,"￥1,000～￥1,999",大阪府豊中市庄内幸町4-2-1
ファミリーマート 豊中インター南店,豊中市,コンビニ・スーパー,,,3,,-,-,大阪府豊中市庄内栄町3-12-53
HIRO,服部天神駅 246m,喫茶店,,,1,12,-,-,大阪府豊中市服部本町1-2-12
Ore beate,蛍池駅 90m,イタリアン,《 イタリア料理と自然派イタリアワインのお店 》,3.23,32,1958,"￥8,000～￥9,999","￥4,000～￥4,999",大阪府豊中市蛍池東町1-6-21 メゾンドグリ 1F
パン工房 マカナ,桜井駅 949m,パン、サンドイッチ,,3.08,7,216,-,-,大阪府豊中市春日町2-3-14 パロ春日 2F
ガスト 豊中旭丘店,豊中市,ファミレス,,3.03,18,78,"￥1,000～￥1,999",～￥999,大阪府豊中市旭丘4-130
ヤキガシヤ ルッカ,豊中駅 138m,洋菓子,,3.37,54,3125,-,-,大阪府豊中市本町1-2-46
どんぐり,庄内駅 663m,居酒屋,,,5,,-,-,大阪府豊中市豊南町西1-8-3
本場インド・ネパール料理店 RARA,服部天神駅 147m,インドカレー、カレー,,3.06,9,108,"￥1,000～￥1,999",～￥999,大阪府豊中市服部西町1-3-5
活魚 魚重,庄内駅 77m,その他,,,1,5,-,-,大阪府豊中市庄内東町1-7-19 豊南市場
ekimaeホルモン天国,蛍池駅 107m,居酒屋、ホルモン,,3.11,20,556,"￥2,000～￥2,999",-,大阪府豊中市螢池東町1-5-12
阪急OASIS 服部緑地店,緑地公園駅 59m,コンビニ・スーパー,,,2,8,-,-,大阪府豊中市東寺内町11-23
ディップサガル,庄内駅 190m,インドカレー、居酒屋、アジア・エスニック,,3.04,4,29,"￥1,000～￥1,999",～￥999,大阪府豊中市庄内西町2-24-7
Harbor101,千里中央駅 932m,カフェ、パンケーキ,,3.04,2,33,-,-,大阪府豊中市新千里東町3-6-101
らっきー,豊中駅 161m,天ぷら、うどん、そば,,3.17,24,461,～￥999,～￥999,大阪府豊中市本町1-9-19
おばんざい Cafe un,豊中市,その他、日本料理,,3.03,9,71,-,-,大阪府豊中市東豊中町6-15-44
丸福珈琲店 伊丹空港店,大阪空港駅 103m,喫茶店、カフェ,,3.17,167,747,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市螢池西町3-555 大阪国際空港 中央ブロック 2F
スピールカフェ 豊中,庄内駅 759m,カフェ,,3.09,14,206,-,～￥999,大阪府豊中市日出町1-3-3
サクララウンジ 大阪国際（伊丹）空港 国内線,大阪空港駅 188m,その他,,3.19,126,394,～￥999,-,大阪府豊中市蛍池西町3-555 大阪国際空港 ターミナルビル 2F
すしはせ川,豊中駅 289m,寿司,,3.17,11,355,"￥6,000～￥7,999",-,大阪府豊中市本町3-15-22
サンディオール・ヤスダ,柴原阪大前駅 503m,喫茶店,,,5,,-,-,大阪府豊中市柴原町2-1-21
ヴィスワス,服部天神駅 254m,その他,,,53,,-,-,大阪府豊中市服部西町2-2-21
モンロワール 豊中店,豊中駅 74m,チョコレート,,3.01,10,85,-,-,大阪府豊中市玉井町1-1-1 エトレ豊中
津の田ミート BistroSyle豊中店,豊中駅 84m,ハンバーグ、ステーキ、カフェ,,3.1,37,767,-,-,大阪府豊中市玉井町1-9-4
LAWSON 豊中刀根山元町店,柴原阪大前駅 394m,コンビニ・スーパー,,,1,2,-,-,大阪府豊中市刀根山元町12-57
マクドナルド 豊中上新田店,千里中央駅 518m,ハンバーガー,,3.04,23,108,～￥999,～￥999,大阪府豊中市上新田1-220
おかだや,服部天神駅 281m,食堂,,3.18,29,357,～￥999,～￥999,大阪府豊中市服部豊町1-3-14 3F
さとちゃん,服部天神駅 294m,お好み焼き,,3,2,13,-,-,大阪府豊中市服部西町2-2-18 WESTヴィラ 1F
いっぴんさん。,大阪空港駅 237m,その他,,3.01,10,41,-,-,大阪府豊中市蛍池西町3-555 大阪国際空港 南ターミナル 2F 搭乗待合エリア
はな,神崎川駅 807m,お好み焼き,,3.04,10,88,-,～￥999,大阪府豊中市大島町3-6
ほっともっと 豊中夕日丘店,豊中市,弁当,,3.01,3,27,-,-,大阪府豊中市夕日丘1-2-24
グリルいけだ,服部天神駅 61m,食堂,,3.09,29,483,～￥999,～￥999,大阪府豊中市服部豊町1-1-4
キッチン フジヒロサン,服部天神駅 306m,カフェ,,3.1,17,776,-,"￥1,000～￥1,999",大阪府豊中市服部西町2-4-8
大分唐揚げ かち鳥,豊中駅 287m,からあげ,,3,7,85,-,～￥999,大阪府豊中市本町3-13-4
一力寿し,豊中市,寿司,,,4,,-,-,大阪府豊中市庄本町1-4-22
千鳥屋宗家 庄内店,庄内駅 119m,和菓子,,3,1,2,-,-,大阪府豊中市庄内西町3-1-5
肉のみちかわ,豊中駅 82m,焼肉,,,2,,-,-,大阪府豊中市玉井町1-3-26
居酒屋割烹つる輔,曽根駅 368m,居酒屋、海鮮、日本酒バー,,3.05,7,290,"￥3,000～￥3,999",-,大阪府豊中市南桜塚町1-22-7 ルオール曽根 101号
御菓子司 春月堂,豊中市,和菓子,,3,4,6,-,-,大阪府豊中市島江町1-3-1
やきとり酒場 弁慶 服部天神店,服部天神駅 143m,焼き鳥、居酒屋,,3.03,4,85,"￥3,000～￥3,999",-,大阪府豊中市服部元町1-3-12
讃岐,服部天神駅 759m,そば,,3.07,11,192,"￥1,000～￥1,999",-,大阪府豊中市稲津町2-3-5
肉工房 千里屋 ホルモンバル,千里中央駅 141m,ホルモン、居酒屋、立ち飲み,,3.41,225,4890,"￥2,000～￥2,999",～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 南側 1Ｆ
来夢来人,豊中駅 138m,バー,,,81,,-,-,大阪府豊中市本町1-2-49
宝来,服部天神駅 843m,焼肉、ホルモン、冷麺,,3.07,13,450,"￥5,000～￥5,999",-,大阪府豊中市小曽根1-11-18 永田マンション 1Ｆ
シャルドネ レストラン,緑地公園駅 245m,フレンチ,,3.15,26,734,-,"￥1,000～￥1,999",大阪府豊中市寺内1-1-36
キッチンタク,豊中市,イタリアン,,3.13,23,610,-,"￥1,000～￥1,999",大阪府豊中市夕日丘2-10-1
ミュージアムカフェ坂,石橋阪大前駅 324m,カフェ,,3.04,13,148,-,～￥999,大阪府豊中市待兼山町1-2
クシクシ,石橋阪大前駅 257m,インド料理,,3.04,3,68,"￥1,000～￥1,999",～￥999,大阪府豊中市待兼山町21-6
サン・ウエスタン,庄内駅 270m,喫茶店,,3.04,2,8,-,-,大阪府豊中市庄内西町2-9-22
Taverna Notte,豊中駅 257m,イタリアン,,3.23,17,415,"￥3,000～￥3,999",-,大阪府豊中市本町1-13-27
柿千 千里阪急店,千里中央駅 287m,寿司、郷土料理,,3.04,7,38,-,-,大阪府豊中市新千里東町1-5-1 千里阪急
蜀味川香,岡町駅 535m,四川料理,,3.09,20,260,"￥1,000～￥1,999",～￥999,大阪府豊中市中桜塚3-15-14
ヒロコーヒー 千里阪急店,千里中央駅 254m,カフェ、ケーキ,,3.01,6,134,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
居酒屋 ハンちゃん 庄内店,庄内駅 128m,居酒屋、ダイニングバー,,,4,,"￥1,000～￥1,999",-,大阪府豊中市庄内東町4-2-23 2F
エアーホルク,庄内駅 107m,喫茶店,,3.02,3,17,-,～￥999,大阪府豊中市庄内西町3-1-22
ドラン,岡町駅 57m,喫茶店、カフェ,,3.14,21,296,-,"￥1,000～￥1,999",大阪府豊中市中桜塚1-2-3
麻婆豆腐 熊,服部天神駅 256m,中華料理,,,1,14,-,-,大阪府豊中市服部西町2-2-21
酒菜 穂のか,岡町駅 415m,居酒屋,,,13,,-,-,大阪府豊中市中桜塚2-20-18 1F
京 嵯峨野 竹路庵 千里阪急店,千里中央駅 271m,和菓子,,3.03,3,35,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
京呉服・お茶処 鶴千,服部天神駅 199m,喫茶店,,3.01,1,38,-,～￥999,大阪府豊中市服部本町1-8-5 共栄マンション服部 107
ケンタッキーフライドチキン 豊中駅前店,豊中駅 87m,ハンバーガー,,3.03,18,99,-,-,大阪府豊中市本町1-10-1
ホルモン食堂 八,岡町駅 410m,ホルモン、焼肉,,3.02,2,131,"￥2,000～￥2,999",-,大阪府豊中市岡上の町1-4-7
焼肉ホルモン とくちゃん 庄内店,庄内駅 162m,焼肉、ホルモン,,3.03,14,419,"￥2,000～￥2,999",-,大阪府豊中市庄内西町3-2-7
彩日 からだよろこぶ家庭料理,曽根駅 290m,日本料理,,3.02,2,55,-,-,大阪府豊中市曽根東町2-2-8 クレール曽根 1F
呑み処 まる,服部天神駅 748m,焼き鳥、串焼き,,3,3,32,-,-,大阪府豊中市浜1-26-16
もぐもぐ,神崎川駅 769m,弁当,,3.04,4,47,-,～￥999,大阪府豊中市大島町1-2-10
ほっかほっか亭 緑地公園駅前店,緑地公園駅 147m,弁当,,,11,,-,-,大阪府豊中市東寺内町13-10
珈琲所 コメダ珈琲店 豊中上新田店,桃山台駅 855m,カフェ、喫茶店、サンドイッチ,,3.07,63,441,～￥999,～￥999,大阪府豊中市上新田4-29-16
蝶六,豊中駅 183m,食堂,,3.05,5,33,-,-,大阪府豊中市本町1-7-3 岸本ビル1Ｆ
ぶぶ漬け・おばんざい　一穂,服部天神駅 302m,お茶漬け、居酒屋,,3.06,5,124,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市服部豊町2-1-24 豊マンション 1F
ます,蛍池駅 157m,中華料理,,3.29,28,706,～￥999,-,大阪府豊中市螢池中町3-10-4
間借りlunch三ツ星,豊中駅 69m,カレー、かき氷,,,1,44,-,"￥1,000～￥1,999",大阪府豊中市玉井町1-2-15
牛鍋と一品 京都 綿屋徳兵衛,蛍池駅 112m,鍋、居酒屋,,,26,,-,-,大阪府豊中市蛍池中町2-3-1 ルシオーレ 南館 1F
杵屋末廣,曽根駅 574m,和菓子、ケーキ,,3.11,16,247,-,-,大阪府豊中市南桜塚1丁目4番2号
聚楽,千里中央駅 219m,中華料理,,3.27,85,845,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル B1F
勇麻衣屋 服部店,服部天神駅 160m,焼肉,,3.08,12,307,"￥1,000～￥1,999",～￥999,大阪府豊中市服部元町1-13-4
暖炉と石窯のある 森のテラスカフェ,豊中市,カフェ,,3.15,17,506,-,～￥999,大阪府豊中市二葉町2-6-45 2F
ビナスタカフェ,千里中央駅 352m,カフェ,,3.05,8,70,-,～￥999,大阪府豊中市新千里東町1-3-19 せんちゅうパル B1F
Suns,庄内駅 165m,バー,,,10,,-,-,大阪府豊中市庄内西町3-3-1 サンライズビル西側 1F
パンダ食堂 晴山閣,服部天神駅 318m,中華料理、四川料理,,3.31,66,4256,"￥2,000～￥2,999",～￥999,大阪府豊中市服部西町2-4-12
焼肉 昇家 桃山台店,桃山台駅 878m,焼肉,,,9,,-,-,大阪府豊中市上新田4-17-27
キリン堂 東豊中店,少路（大阪モノレール）駅 920m,その他,,3.02,1,2,-,-,大阪府豊中市東豊中町6-3-25
どんぶり名人 豊中北店,柴原阪大前駅 592m,天丼,,,10,,-,-,大阪府豊中市柴原町3-11-23 シブヤハイツ 1F
ハミングバード,豊中市,喫茶店,,3.02,3,20,-,-,大阪府豊中市栗ケ丘町2-8
中華料理 みんみん,蛍池駅 312m,中華料理、餃子,,3.07,11,291,-,"￥1,000～￥1,999",大阪府豊中市蛍池中町4-3-14
鯖や 庄内駅前店,庄内駅 19m,棒寿司,,3,1,39,-,-,大阪府豊中市庄内東町1-10
イザック忘れな草,庄内駅 153m,居酒屋,,,12,,-,-,大阪府豊中市庄内西町3-2-15
朝起きたら君がいた,千里中央駅 850m,パン,,3.07,15,305,-,～￥999,大阪府豊中市上新田4-7-10
万代 豊中豊南店,庄内駅 810m,コンビニ・スーパー,,3.01,4,24,-,-,大阪府豊中市豊南町東3-1-20
タンネ,曽根駅 78m,カフェ、喫茶店、パン,,3.23,29,457,～￥999,～￥999,大阪府豊中市曽根東町3丁目2-6 102
居酒屋　舞,豊中駅 190m,居酒屋、馬肉料理,,3.08,10,310,"￥4,000～￥4,999",-,大阪府豊中市本町3-1-52
銀座ハゲ天 千里阪急店,千里中央駅 294m,天ぷら,,3.01,3,35,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
麺屋 7.5Hz 豊中服部店,服部天神駅 59m,ラーメン,,3.42,90,1368,～￥999,～￥999,大阪府豊中市服部元町1-6-6
さち福やCAFE 大阪国際空港店,大阪空港駅 137m,食堂、カフェ,,3.14,188,868,"￥1,000～￥1,999",-,大阪府豊中市螢池西町3-555 大阪国際空港(伊丹空港) 2F
コンテンタ,蛍池駅 167m,スペイン料理、バル、ワインバー,,3.03,2,224,"￥3,000～￥3,999",-,大阪府豊中市蛍池東町2-7-2 101
ボン・マリアージュ,豊中市,ケーキ,,3.06,7,142,-,-,大阪府豊中市東豊中町6丁目16 - 15 ヴィラウッドランド 1F
ラ カーサヒデ,曽根駅 76m,イタリアン,,3.37,73,3730,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府豊中市曾根西町1-2-8
hmc-café,庄内駅 209m,カフェ,,3.02,1,21,-,-,大阪府豊中市庄内東町4-2-15
阪急OASIS 小曽根店,服部天神駅 814m,コンビニ・スーパー,,,,,-,-,大阪府豊中市北条町3-2-34
たこ焼き・甘味 京こま,豊中駅 56m,たい焼き・大判焼き,,3.05,5,42,-,-,大阪府豊中市玉井町1-1-1 エトレ豊中
